sentence_id,via_component,target_id
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
6,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
8,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/build_hasura.sh
8,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/install-hasura.sh
8,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
8,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
8,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
8,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-install.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-remove.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/before-remove.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/build.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/opts-jammy.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
8,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
9,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/build_hasura.sh
9,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/install-hasura.sh
9,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
9,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
9,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
9,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-install.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-remove.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/before-remove.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/build.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/opts-jammy.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
9,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
14,_0e5u8FkHEeyewPSmlgszyA,bbb-graphql-client-test/deploy.sh
14,_0e5u8FkHEeyewPSmlgszyA,bbb-graphql-middleware/demo/client/run-watch.sh
14,_0e5u8FkHEeyewPSmlgszyA,bbb-graphql-middleware/demo/client/run.sh
14,_0e5u8FkHEeyewPSmlgszyA,bbb-graphql-middleware/demo/client/stress-test.sh
14,_0e5u8FkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
14,_0e5u8FkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
14,_0e5u8FkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
14,_0e5u8FkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
14,_0e5u8FkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
15,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/build_hasura.sh
15,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/install-hasura.sh
15,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
15,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
15,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
15,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-install.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-remove.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/before-remove.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/build.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/opts-jammy.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
15,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
19,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/build_hasura.sh
19,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/install-hasura.sh
19,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
19,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
19,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
19,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-install.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-remove.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/before-remove.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/build.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/opts-jammy.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
19,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
20,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/build_hasura.sh
20,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/install-hasura.sh
20,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
20,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
20,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
20,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-install.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-remove.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/before-remove.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/build.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/opts-jammy.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
20,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
21,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/build_hasura.sh
21,_yGgUMFkHEeyewPSmlgszyA,bbb-graphql-server/install-hasura.sh
21,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/deploy_to_usr_share.sh
21,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/run-dev.sh
21,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/test-html5.sh
21,_yGgUMFkHEeyewPSmlgszyA,bigbluebutton-html5/transifex.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-install.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/after-remove.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/before-remove.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/build.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-graphql-server/opts-jammy.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5-nodejs/build.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-install.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/after-remove.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-install.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/before-remove.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/build.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/kill_mongo.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/mongod_start_pre.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/opts-jammy.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/run_mongo.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/systemd_start_frontend.sh
21,_yGgUMFkHEeyewPSmlgszyA,build/packages-template/bbb-html5/workers-start.sh
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/deploy.sh
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/run-dev.sh
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/run.sh
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/debian/DEBIAN/postrm
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/debian/DEBIAN/preinst
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Bezier.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPath.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPathIterator.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Geom.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathCommands.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java
26,_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/test/java/org/bigbluebutton/xml/Simple.java
26,_XuNf4FkJEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/common/messages/BbbAppsIsAliveMessage.java
26,_XuNf4FkJEeyewPSmlgszyA,build/packages-template/bbb-apps-akka/build.sh
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
30,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
30,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/after-install.sh
30,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/before-install.sh
30,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/build.sh
30,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/opts-jammy.sh
30,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/setenv.sh
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/MeetingEndedEvent.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java
36,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java
36,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/after-install.sh
36,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/before-install.sh
36,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/build.sh
36,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/opts-jammy.sh
36,_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/setenv.sh
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePing.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/DelayCallback.java
37,_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
