task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,sonnet_full,sonnet,full,run2,teastore,31,0.8710,1.0000,0.9310,agent-linker/results/v2.6.6_extracts/sonnet/run2/teastore.json,16c61dd46a34c427
model-doc,aalinker,sonnet_full,sonnet,full,run2,teammates,56,0.9107,0.8947,0.9027,agent-linker/results/v2.6.6_extracts/sonnet/run2/teammates.json,313b7f1c601fc003
model-doc,aalinker,sonnet_full,sonnet,full,run2,bigbluebutton,43,0.9535,0.6613,0.7810,agent-linker/results/v2.6.6_extracts/sonnet/run2/bigbluebutton.json,e6768b301660807b
model-doc,aalinker,sonnet_full,sonnet,full,run2,jabref,19,0.9474,1.0000,0.9730,agent-linker/results/v2.6.6_extracts/sonnet/run2/jabref.json,6945e95e1e6c7c6f
model-doc,aalinker,sonnet_full,sonnet,full,run3,mediastore,31,0.9677,0.9677,0.9677,agent-linker/results/v2.6.6_extracts/sonnet/run3/mediastore.json,8be7d457a460c713
model-doc,aalinker,sonnet_full,sonnet,full,run3,teastore,29,0.9310,1.0000,0.9643,agent-linker/results/v2.6.6_extracts/sonnet/run3/teastore.json,73383aa02fb4b4d1
model-doc,aalinker,sonnet_full,sonnet,full,run3,teammates,58,0.8966,0.9123,0.9043,agent-linker/results/v2.6.6_extracts/sonnet/run3/teammates.json,09aa78cc81cc4a22
model-doc,aalinker,sonnet_full,sonnet,full,run3,bigbluebutton,48,0.9583,0.7419,0.8364,agent-linker/results/v2.6.6_extracts/sonnet/run3/bigbluebutton.json,fdab58e211c3e046
model-doc,aalinker,sonnet_full,sonnet,full,run3,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts/sonnet/run3/jabref.json,840191bb223d460b
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,mediastore,29,1.0000,0.9355,0.9667,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/mediastore.json,17d8147fb4189674
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,teastore,25,1.0000,0.9259,0.9615,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/teastore.json,3ad57d567c85a144
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,teammates,49,1.0000,0.8596,0.9245,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/teammates.json,27ead3bab5994421
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,bigbluebutton,48,0.9792,0.7581,0.8545,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/bigbluebutton.json,de9f534cba9b8812
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/jabref.json,23b381fa435ac932
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,mediastore,28,1.0000,0.9032,0.9492,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/mediastore.json,ed38cf808aaae3bf
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,teastore,25,1.0000,0.9259,0.9615,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/teastore.json,32740dd328187886
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,teammates,51,0.9412,0.8421,0.8889,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/teammates.json,5e0fcb0fb1cbef63
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,bigbluebutton,49,0.9796,0.7742,0.8649,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/bigbluebutton.json,9d87dfc8753cbbbb
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/jabref.json,302c861ca459c82a
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,mediastore,29,1.0000,0.9355,0.9667,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/mediastore.json,1b1b8f456fe191b0
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,teastore,25,1.0000,0.9259,0.9615,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/teastore.json,b7b7a1a414e784b0
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,teammates,51,0.9412,0.8421,0.8889,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/teammates.json,39ea00968cbedac3
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,bigbluebutton,46,1.0000,0.7419,0.8519,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/bigbluebutton.json,9efdd81236f55c7b
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/jabref.json,c7440ce69908ff56
model-doc,aalinker,sonnet_s21,claude,full,run1,mediastore,31,0.9677,0.9677,0.9677,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/mediastore.json,58637f114b091578
model-doc,aalinker,sonnet_s21,claude,full,run1,teastore,28,0.9643,1.0000,0.9818,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/teastore.json,aa8f9a2d35d0221f
model-doc,aalinker,sonnet_s21,claude,full,run1,teammates,55,0.9273,0.8947,0.9107,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/teammates.json,8ff97461475c1f19
model-doc,aalinker,sonnet_s21,claude,full,run1,bigbluebutton,47,0.9574,0.7258,0.8257,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/bigbluebutton.json,f56980567d7cc690
model-doc,aalinker,sonnet_s21,claude,full,run1,jabref,19,0.9474,1.0000,0.9730,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/jabref.json,2ab3f8adf906251a
model-doc,aalinker,sonnet_s21,claude,full,run2,mediastore,29,1.0000,0.9355,0.9667,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/mediastore.json,942f56721b285072
model-doc,aalinker,sonnet_s21,claude,full,run2,teastore,26,1.0000,0.9630,0.9811,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/teastore.json,d8e25fb5c843fe83
model-doc,aalinker,sonnet_s21,claude,full,run2,teammates,54,0.9444,0.8947,0.9189,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/teammates.json,e0d942bc142870fa
model-doc,aalinker,sonnet_s21,claude,full,run2,bigbluebutton,49,0.9592,0.7581,0.8468,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/bigbluebutton.json,9961a7f491e83146
model-doc,aalinker,sonnet_s21,claude,full,run2,jabref,19,0.9474,1.0000,0.9730,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/jabref.json,be58dba5a48f3186
model-doc,aalinker,sonnet_s21,claude,full,run3,mediastore,27,0.9630,0.8387,0.8966,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/mediastore.json,d27ad7c47a2ebe07
model-doc,aalinker,sonnet_s21,claude,full,run3,teastore,30,0.9000,1.0000,0.9474,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/teastore.json,6ef9a6dbc882d810
model-doc,aalinker,sonnet_s21,claude,full,run3,teammates,51,0.9608,0.8596,0.9074,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/teammates.json,83a96ef7d44b5c00
model-doc,aalinker,sonnet_s21,claude,full,run3,bigbluebutton,43,0.9767,0.6774,0.8000,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/bigbluebutton.json,5d6d4c90d8b77a9e
model-doc,aalinker,sonnet_s21,claude,full,run3,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/jabref.json,666ff2e74e0c8c4b
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,mediastore,49,,,,model-doc/aalinker/gpt-5.4_full/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,teastore,677,,,,model-doc/aalinker/gpt-5.4_full/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,teammates,8017,,,,model-doc/aalinker/gpt-5.4_full/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,bigbluebutton,1374,,,,model-doc/aalinker/gpt-5.4_full/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run1,jabref,8264,,,,model-doc/aalinker/gpt-5.4_full/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,mediastore,48,,,,model-doc/aalinker/gpt-5.4_full/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,teastore,677,,,,model-doc/aalinker/gpt-5.4_full/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,teammates,6946,,,,model-doc/aalinker/gpt-5.4_full/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,bigbluebutton,1426,,,,model-doc/aalinker/gpt-5.4_full/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run2,jabref,8246,,,,model-doc/aalinker/gpt-5.4_full/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,mediastore,48,,,,model-doc/aalinker/gpt-5.4_full/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,teastore,677,,,,model-doc/aalinker/gpt-5.4_full/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,teammates,7321,,,,model-doc/aalinker/gpt-5.4_full/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,bigbluebutton,1402,,,,model-doc/aalinker/gpt-5.4_full/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_full,gpt-5.4,full,run3,jabref,8246,,,,model-doc/aalinker/gpt-5.4_full/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,mediastore,55,,,,model-doc/aalinker/sonnet_full/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,teastore,709,,,,model-doc/aalinker/sonnet_full/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,teammates,6531,,,,model-doc/aalinker/sonnet_full/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,bigbluebutton,1365,,,,model-doc/aalinker/sonnet_full/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run1,jabref,8272,,,,model-doc/aalinker/sonnet_full/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,mediastore,44,,,,model-doc/aalinker/sonnet_full/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,teastore,715,,,,model-doc/aalinker/sonnet_full/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,teammates,6420,,,,model-doc/aalinker/sonnet_full/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,bigbluebutton,1201,,,,model-doc/aalinker/sonnet_full/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run2,jabref,8522,,,,model-doc/aalinker/sonnet_full/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,mediastore,55,,,,model-doc/aalinker/sonnet_full/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,teastore,711,,,,model-doc/aalinker/sonnet_full/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,teammates,6465,,,,model-doc/aalinker/sonnet_full/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,bigbluebutton,1226,,,,model-doc/aalinker/sonnet_full/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_full,sonnet,full,run3,jabref,8272,,,,model-doc/aalinker/sonnet_full/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,mediastore,49,,,,model-doc/aalinker/gpt-5.4_s21/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,teastore,658,,,,model-doc/aalinker/gpt-5.4_s21/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,teammates,6037,,,,model-doc/aalinker/gpt-5.4_s21/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,bigbluebutton,1404,,,,model-doc/aalinker/gpt-5.4_s21/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run1,jabref,8272,,,,model-doc/aalinker/gpt-5.4_s21/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,mediastore,47,,,,model-doc/aalinker/gpt-5.4_s21/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,teastore,658,,,,model-doc/aalinker/gpt-5.4_s21/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,teammates,6610,,,,model-doc/aalinker/gpt-5.4_s21/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,bigbluebutton,1436,,,,model-doc/aalinker/gpt-5.4_s21/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run2,jabref,8272,,,,model-doc/aalinker/gpt-5.4_s21/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,mediastore,49,,,,model-doc/aalinker/gpt-5.4_s21/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,teastore,658,,,,model-doc/aalinker/gpt-5.4_s21/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,teammates,6745,,,,model-doc/aalinker/gpt-5.4_s21/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,bigbluebutton,1327,,,,model-doc/aalinker/gpt-5.4_s21/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,gpt-5.4_s21,gpt-5.4,full,run3,jabref,8272,,,,model-doc/aalinker/gpt-5.4_s21/run3/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,mediastore,50,,,,model-doc/aalinker/sonnet_s21/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,teastore,712,,,,model-doc/aalinker/sonnet_s21/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,teammates,6349,,,,model-doc/aalinker/sonnet_s21/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,bigbluebutton,1378,,,,model-doc/aalinker/sonnet_s21/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run1,jabref,8290,,,,model-doc/aalinker/sonnet_s21/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,mediastore,47,,,,model-doc/aalinker/sonnet_s21/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,teastore,688,,,,model-doc/aalinker/sonnet_s21/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,teammates,6278,,,,model-doc/aalinker/sonnet_s21/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,bigbluebutton,1386,,,,model-doc/aalinker/sonnet_s21/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run2,jabref,8290,,,,model-doc/aalinker/sonnet_s21/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,mediastore,48,,,,model-doc/aalinker/sonnet_s21/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,teastore,713,,,,model-doc/aalinker/sonnet_s21/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,teammates,6096,,,,model-doc/aalinker/sonnet_s21/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,bigbluebutton,1072,,,,model-doc/aalinker/sonnet_s21/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,sonnet_s21,claude,full,run3,jabref,8272,,,,model-doc/aalinker/sonnet_s21/run3/jabref.csv o model-code/arcotl/jabref.csv,
model-code,arcotl,deterministic,-,-,-,mediastore,60,,,,transarc-emp/mini-data/mediastore/sam-code/samCodeTlr_mediastore.csv,63f02ddeef80dbbb
model-code,arcotl,deterministic,-,-,-,teastore,164,,,,transarc-emp/mini-data/teastore/sam-code/samCodeTlr_teastore.csv,6185d62033812f57
model-code,arcotl,deterministic,-,-,-,teammates,1616,,,,transarc-emp/mini-data/teammates/sam-code/samCodeTlr_teammates.csv,6310724e06a5bede
model-code,arcotl,deterministic,-,-,-,bigbluebutton,748,,,,transarc-emp/mini-data/bigbluebutton/sam-code/samCodeTlr_bigbluebutton.csv,75c2f2fe57515103
model-code,arcotl,deterministic,-,-,-,jabref,1957,,,,transarc-emp/mini-data/jabref/sam-code/samCodeTlr_jabref.csv,8f4ab7ec1965e96a
